Iteration,Model,Feature,RelativeImportance
1,RandomForest,Age,0.016617764005813433
1,RandomForest,Sex,0.007787862999424097
1,RandomForest,Race,0.0
1,RandomForest,Marital,0.0
1,RandomForest,Hist,0.009378342062686805
1,RandomForest,Laterality,0.005813475196753182
1,RandomForest,Site,0.0
1,RandomForest,Grade,0.005758631091123489
1,RandomForest,TumorSize,0.03241286642718076
1,RandomForest,TStage,0.019908410343598235
1,RandomForest,NStage,0.11352729865357719
1,RandomForest,MStage,0.0604382044039817
1,RandomForest,DTT,0.0
1,RandomForest,Surgery,0.2703265966490252
1,RandomForest,Chemotherapy,0.006636136781199471
1,RandomForest,Radiation,0.04672717799654485
1,XGBoost,Age,0.025428084507804236
1,XGBoost,Sex,0.009251494576243665
1,XGBoost,Race,0.0012984553791219535
1,XGBoost,Marital,0.002921524603024329
1,XGBoost,Hist,0.00616766305082908
1,XGBoost,Laterality,0.0017853761462926305
1,XGBoost,Site,0.0005410230746342137
1,XGBoost,Grade,0.003029729217951136
1,XGBoost,TumorSize,0.024346038358535983
1,XGBoost,TStage,0.022236048367462933
1,XGBoost,NStage,0.13779857710931376
1,XGBoost,MStage,0.05686152514404738
1,XGBoost,DTT,0.003787161522438876
1,XGBoost,Surgery,0.27933021343360287
1,XGBoost,Chemotherapy,0.005247923823951085
1,XGBoost,Radiation,0.02077528606595081
1,LogisticRegression,Age,0.025539793612328887
1,LogisticRegression,Sex,0.024777411713453358
1,LogisticRegression,Race,0.007841642388433682
1,LogisticRegression,Marital,0.006316878590682715
1,LogisticRegression,Hist,0.029460614806545684
1,LogisticRegression,Laterality,0.002886160045743063
1,LogisticRegression,Site,0.004356467993574406
1,LogisticRegression,Grade,0.0035940860946988788
1,LogisticRegression,TumorSize,0.05854003866365347
1,LogisticRegression,TStage,0.018841724072208455
1,LogisticRegression,NStage,0.11223350668445539
1,LogisticRegression,MStage,0.14060500449260746
1,LogisticRegression,DTT,0.00010891169983942483
1,LogisticRegression,Surgery,0.1384267704958204
1,LogisticRegression,Chemotherapy,0.007514907288915585
1,LogisticRegression,Radiation,0.01715359272469853
2,RandomForest,Age,0.024173965239693496
2,RandomForest,Sex,0.002946713595809215
2,RandomForest,Race,0.0
2,RandomForest,Marital,0.0014733567979046075
2,RandomForest,Hist,0.00976780988240438
2,RandomForest,Laterality,0.0
2,RandomForest,Site,0.0
2,RandomForest,Grade,0.00529317071839785
2,RandomForest,TumorSize,0.026847834984038643
2,RandomForest,TStage,0.01407874273553252
2,RandomForest,NStage,0.11650432457504566
