Iteration,Model,Feature,RelativeImportance
1,RandomForest,Age,0.018844346695991145
1,RandomForest,Sex,0.007847645706288086
1,RandomForest,Race,0.0
1,RandomForest,Marital,0.0
1,RandomForest,Hist,0.002749175247425682
1,RandomForest,Laterality,0.0
1,RandomForest,Site,0.0
1,RandomForest,Grade,0.005948215535339277
1,RandomForest,TumorSize,0.027841647505748156
1,RandomForest,TStage,0.00799760071978403
1,RandomForest,NStage,0.1328601419574129
1,RandomForest,MStage,0.05363390982705181
1,RandomForest,DTT,0.0
1,RandomForest,Surgery,0.3321503548935321
1,RandomForest,Chemotherapy,0.006348095571328569
1,RandomForest,Radiation,0.030440867739678062
1,XGBoost,Age,0.016332956166674833
1,XGBoost,Sex,0.014414325773601602
1,XGBoost,Race,0.0017218477886554993
1,XGBoost,Marital,0.0
1,XGBoost,Hist,0.012544891031632784
1,XGBoost,Laterality,0.0
1,XGBoost,Site,0.0019186303930733126
1,XGBoost,Grade,0.012003738869483837
1,XGBoost,TumorSize,0.03861858611698726
1,XGBoost,TStage,0.02208884734589461
1,XGBoost,NStage,0.1482264967776848
1,XGBoost,MStage,0.04762139026910029
1,XGBoost,DTT,0.00949476066315733
1,XGBoost,Surgery,0.2772666896246372
1,XGBoost,Chemotherapy,0.01249569538052837
1,XGBoost,Radiation,0.017808825699808024
1,LogisticRegression,Age,0.015405342080599646
1,LogisticRegression,Sex,0.012125117150890216
1,LogisticRegression,Race,0.0031044985941890936
1,LogisticRegression,Marital,0.0008786316776005109
1,LogisticRegression,Hist,0.013530927835051346
1,LogisticRegression,Laterality,0.0004100281162135329
1,LogisticRegression,Site,0.004920337394564046
1,LogisticRegression,Grade,0.004510309278350222
1,LogisticRegression,TumorSize,0.04375585754451725
1,LogisticRegression,TStage,0.012710871602624085
1,LogisticRegression,NStage,0.11580365510777907
1,LogisticRegression,MStage,0.18878865979381473
1,LogisticRegression,DTT,0.0024601686972819748
1,LogisticRegression,Surgery,0.12775304592314923
1,LogisticRegression,Chemotherapy,0.010250702905341916
1,LogisticRegression,Radiation,0.006091846298031686
2,RandomForest,Age,0.01687722068693247
2,RandomForest,Sex,0.008142518752467558
2,RandomForest,Race,4.9348598499854476e-05
2,RandomForest,Marital,0.0
2,RandomForest,Hist,0.017765495459928952
2,RandomForest,Laterality,0.0
2,RandomForest,Site,0.002319384129490869
2,RandomForest,Grade,0.01144887485195429
2,RandomForest,TumorSize,0.027635215159889537
2,RandomForest,TStage,0.006760757994473025
2,RandomForest,NStage,0.12909593367548355
2,RandomForest,MStage,0.045992893801816086
2,RandomForest,DTT,0.0
2,RandomForest,Surgery,0.3253059613106986
2,RandomForest,Chemotherapy,0.01209040663245166
2,RandomForest,Radiation,0.027931306750888334
2,XGBoost,Age,0.02357545543493442
2,XGBoost,Sex,0.01365140008386519
2,XGBoost,Race,0.004705772725154776
2,XGBoost,Marital,0.002329590457997389
2,XGBoost,Hist,0.016819643106741784
2,XGBoost,Laterality,0.0
2,XGBoost,Site,0.002655733122116994
2,XGBoost,Grade,0.01146158505334749
2,XGBoost,TumorSize,0.04169966919815494
2,XGBoost,TStage,0.020966314121977272
2,XGBoost,NStage,0.14047430461724833
2,XGBoost,MStage,0.05693519079345846
2,XGBoost,DTT,0.006988771373992398
2,XGBoost,Surgery,0.2708847784559478
2,XGBoost,Chemotherapy,0.01355821646554527
2,XGBoost,Radiation,0.0252993523738526
2,LogisticRegression,Age,0.02167821075450761
2,LogisticRegression,Sex,0.023687410775657086
2,LogisticRegression,Race,0.004970126368106724
2,LogisticRegression,Marital,0.00935864220377527
2,LogisticRegression,Hist,0.019986252841960664
2,LogisticRegression,Laterality,0.0011632210648760922
2,LogisticRegression,Site,0.005023000052873782
2,LogisticRegression,Grade,0.009094273779939885
2,LogisticRegression,TumorSize,0.04451964257389096
2,LogisticRegression,TStage,0.014857505419552847
2,LogisticRegression,NStage,0.11098186432612483
2,LogisticRegression,MStage,0.1761751176439483
2,LogisticRegression,DTT,0.0007402315867394429
2,LogisticRegression,Surgery,0.13641410669909565
2,LogisticRegression,Chemotherapy,0.01189657907259569
2,LogisticRegression,Radiation,0.014540263310950229
3,RandomForest,Age,0.02439024390243912
3,RandomForest,Sex,0.0070026676829269136
3,RandomForest,Race,0.0
3,RandomForest,Marital,0.0
3,RandomForest,Hist,0.010527820121951213
3,RandomForest,Laterality,0.001619664634146541
3,RandomForest,Site,0.0028582317073172305
3,RandomForest,Grade,0.009908536585366067
3,RandomForest,TumorSize,0.026915015243902576
3,RandomForest,TStage,0.012957317073170828
3,RandomForest,NStage,0.12571455792682912
3,RandomForest,MStage,0.04806592987804885
3,RandomForest,DTT,0.005764100609756225
3,RandomForest,Surgery,0.31988376524390205
3,RandomForest,Chemotherapy,0.015529725609756132
3,RandomForest,Radiation,0.03306021341463418
3,XGBoost,Age,0.029766226223319425
3,XGBoost,Sex,0.012632496006969678
3,XGBoost,Race,0.0
3,XGBoost,Marital,0.0010164077246988122
3,XGBoost,Hist,0.008566865108174912
3,XGBoost,Laterality,0.0
3,XGBoost,Site,0.0
3,XGBoost,Grade,0.009970475775616014
3,XGBoost,TumorSize,0.03460626300759885
3,XGBoost,TStage,0.01887614345869037
3,XGBoost,NStage,0.14568510720681474
3,XGBoost,MStage,0.05314360389138961
3,XGBoost,DTT,0.011664488650113713
3,XGBoost,Surgery,0.27907652098155916
3,XGBoost,Chemotherapy,0.010115676879144312
3,XGBoost,Radiation,0.023377377668070434
3,LogisticRegression,Age,0.020010320509145287
3,LogisticRegression,Sex,0.010951206926208533
3,LogisticRegression,Race,0.004472220629551281
3,LogisticRegression,Marital,0.005676280029814864
3,LogisticRegression,Hist,0.015595436041511484
3,LogisticRegression,Laterality,0.0013187317240985362
3,LogisticRegression,Site,0.00401353133421261
3,LogisticRegression,Grade,0.005332263058311052
3,LogisticRegression,TumorSize,0.049538443896565525
3,LogisticRegression,TStage,0.009689811364027474
3,LogisticRegression,NStage,0.11278023049137074
3,LogisticRegression,MStage,0.1825583395447505
3,LogisticRegression,DTT,0.0014907402098505854
3,LogisticRegression,Surgery,0.1337079295911929
3,LogisticRegression,Chemotherapy,0.0036695143627087016
3,LogisticRegression,Radiation,0.010951206926208533
4,RandomForest,Age,0.027629111202598314
4,RandomForest,Sex,0.013036915054206292
4,RandomForest,Race,0.0
4,RandomForest,Marital,0.003019075065184708
4,RandomForest,Hist,0.011207172590458041
4,RandomForest,Laterality,0.0005031791775309111
4,RandomForest,Site,0.0038424591738714393
4,RandomForest,Grade,0.011984813137551096
4,RandomForest,TumorSize,0.028955674488815877
4,RandomForest,TStage,0.015735785188234874
4,RandomForest,NStage,0.11952792644435285
4,RandomForest,MStage,0.04862540597410925
4,RandomForest,DTT,0.001463793970998752
4,RandomForest,Surgery,0.31421252458716364
4,RandomForest,Chemotherapy,0.019075065184575402
4,RandomForest,Radiation,0.03952243721696175
4,XGBoost,Age,0.030424052052950335
4,XGBoost,Sex,0.01364146286739939
4,XGBoost,Race,0.004756562710343085
4,XGBoost,Marital,0.006013013237603708
4,XGBoost,Hist,0.01619923715503691
4,XGBoost,Laterality,0.0
4,XGBoost,Site,0.005698900605788477
4,XGBoost,Grade,0.01135292797846076
4,XGBoost,TumorSize,0.03881534664572574
4,XGBoost,TStage,0.02189813776082546
4,XGBoost,NStage,0.13470944581557118
4,XGBoost,MStage,0.05483509086829704
4,XGBoost,DTT,0.009557998653802887
4,XGBoost,Surgery,0.27188691945254706
4,XGBoost,Chemotherapy,0.017814673547228956
4,XGBoost,Radiation,0.027238052501682663
4,LogisticRegression,Age,0.017043592264831285
4,LogisticRegression,Sex,0.018791653009941935
4,LogisticRegression,Race,0.004479405659346664
4,LogisticRegression,Marital,0.0019119414399649665
4,LogisticRegression,Hist,0.016005681197421597
4,LogisticRegression,Laterality,0.0018026876433956019
4,LogisticRegression,Site,0.005189555337048076
4,LogisticRegression,Grade,0.0057358243198950805
4,LogisticRegression,TumorSize,0.04107942751010598
4,LogisticRegression,TStage,0.014421501147164815
4,LogisticRegression,NStage,0.11498962088932593
4,LogisticRegression,MStage,0.18245384027094946
4,LogisticRegression,DTT,0.0
4,LogisticRegression,Surgery,0.14459739975964164
4,LogisticRegression,Chemotherapy,0.012127171419206802
4,LogisticRegression,Radiation,0.011362394843220797
5,RandomForest,Age,0.031762340853250075
5,RandomForest,Sex,0.007058297967389021
5,RandomForest,Race,0.0
5,RandomForest,Marital,0.0054947509492966114
5,RandomForest,Hist,0.010051373687737423
5,RandomForest,Laterality,0.0019656019656021755
5,RandomForest,Site,0.005092696001787067
5,RandomForest,Grade,0.015456779093142792
5,RandomForest,TumorSize,0.032298414116596036
5,RandomForest,TStage,0.014742014742014944
5,RandomForest,NStage,0.12356488720125067
5,RandomForest,MStage,0.047665847665847735
5,RandomForest,DTT,0.006343533616261099
5,RandomForest,Surgery,0.30980567344203636
5,RandomForest,Chemotherapy,0.017109671655126293
5,RandomForest,Radiation,0.03792718338172884
5,XGBoost,Age,0.026001138736002998
5,XGBoost,Sex,0.010058834693490181
5,XGBoost,Race,0.0035585500094895105
5,XGBoost,Marital,0.004507496678686677
5,XGBoost,Hist,0.011150123363066996
5,XGBoost,Laterality,0.0
5,XGBoost,Site,0.0009963940026570756
5,XGBoost,Grade,0.014091858037578316
5,XGBoost,TumorSize,0.03776807743404819
5,XGBoost,TStage,0.018646802049724822
5,XGBoost,NStage,0.14020687037388505
5,XGBoost,MStage,0.04683051812488137
5,XGBoost,DTT,0.00835073068893525
5,XGBoost,Surgery,0.2863446574302524
5,XGBoost,Chemotherapy,0.01143480736382614
5,XGBoost,Radiation,0.025669007401784023
5,LogisticRegression,Age,0.013771863559765271
5,LogisticRegression,Sex,0.012144807949328798
5,LogisticRegression,Race,0.006682549828578064
5,LogisticRegression,Marital,0.008600151083735241
5,LogisticRegression,Hist,0.013190772270323762
5,LogisticRegression,Laterality,0.002905456447207925
5,LogisticRegression,Site,0.003021674705096169
5,LogisticRegression,Grade,0.0042419664129235
5,LogisticRegression,TumorSize,0.035039804753326693
5,LogisticRegression,TStage,0.0104596432099483
5,LogisticRegression,NStage,0.10750188854669082
5,LogisticRegression,MStage,0.18345052007670398
5,LogisticRegression,DTT,0.0012784008367713558
5,LogisticRegression,Surgery,0.14300656633157077
5,LogisticRegression,Chemotherapy,0.006508222441745506
5,LogisticRegression,Radiation,0.01417862746237422
6,RandomForest,Age,0.01557006529382239
6,RandomForest,Sex,0.0029131089904572
6,RandomForest,Race,0.0
6,RandomForest,Marital,0.0
6,RandomForest,Hist,0.005173279758915219
6,RandomForest,Laterality,0.0
6,RandomForest,Site,0.0
6,RandomForest,Grade,0.009241587142139754
6,RandomForest,TumorSize,0.032847815168257244
6,RandomForest,TStage,0.010346559517830438
6,RandomForest,NStage,0.12456052235057753
6,RandomForest,MStage,0.0469613259668509
6,RandomForest,DTT,0.0004520341536917537
6,RandomForest,Surgery,0.33214465092918083
6,RandomForest,Chemotherapy,0.012606730286288457
6,RandomForest,Radiation,0.0320441988950277
6,XGBoost,Age,0.02620887831946092
6,XGBoost,Sex,0.009710661910424126
6,XGBoost,Race,0.0
6,XGBoost,Marital,0.004706698374950477
6,XGBoost,Hist,0.006440745144669001
6,XGBoost,Laterality,0.0007431629013079268
6,XGBoost,Site,0.0016845025762979402
6,XGBoost,Grade,0.005400317082837985
6,XGBoost,TumorSize,0.042657550535077304
6,XGBoost,TStage,0.01778636543797073
6,XGBoost,NStage,0.13916963931827195
6,XGBoost,MStage,0.04939556084026947
6,XGBoost,DTT,0.008571145461751943
6,XGBoost,Surgery,0.2850772889417362
6,XGBoost,Chemotherapy,0.014021006738010346
6,XGBoost,Radiation,0.018380895759016906
6,LogisticRegression,Age,0.016399800542966293
6,LogisticRegression,Sex,0.01977948916837479
6,LogisticRegression,Race,0.004764806914510285
6,LogisticRegression,Marital,0.006980996177073348
6,LogisticRegression,Hist,0.01601196742201763
6,LogisticRegression,Laterality,0.0002216189262561684
6,LogisticRegression,Site,0.0027148318466395332
6,LogisticRegression,Grade,0.0030472602360239695
6,LogisticRegression,TumorSize,0.042661643304338144
6,LogisticRegression,TStage,0.018837608731785523
6,LogisticRegression,NStage,0.11324727131697068
6,LogisticRegression,MStage,0.17812621197850323
6,LogisticRegression,DTT,0.0014405230206658297
6,LogisticRegression,Surgery,0.14516039669787834
6,LogisticRegression,Chemotherapy,0.005263449498587124
6,LogisticRegression,Radiation,0.011524184165327555
7,RandomForest,Age,0.011129328762358883
7,RandomForest,Sex,0.0050678193471454455
7,RandomForest,Race,0.0
7,RandomForest,Marital,0.0005962140408404661
7,RandomForest,Hist,0.0
7,RandomForest,Laterality,0.0
7,RandomForest,Site,0.0
7,RandomForest,Grade,0.008744472598996194
7,RandomForest,TumorSize,0.027574899388880414
7,RandomForest,TStage,0.010731852735131768
7,RandomForest,NStage,0.1292293933522135
7,RandomForest,MStage,0.050578824464649376
7,RandomForest,DTT,0.0
7,RandomForest,Surgery,0.3443632930888861
7,RandomForest,Chemotherapy,0.014309136980175718
7,RandomForest,Radiation,0.02658120932081275
7,XGBoost,Age,0.022325496628394406
7,XGBoost,Sex,0.013486422453071002
7,XGBoost,Race,0.002141425186805233
7,XGBoost,Marital,0.006697648988518549
7,XGBoost,Hist,0.009066885365409148
7,XGBoost,Laterality,9.112447603428292e-05
7,XGBoost,Site,0.0024147986149080816
7,XGBoost,Grade,0.012575177692728399
7,XGBoost,TumorSize,0.04182613449972672
7,XGBoost,TStage,0.021550938582103187
7,XGBoost,NStage,0.1399671951886276
7,XGBoost,MStage,0.048523783488244966
7,XGBoost,DTT,0.010433752505923165
7,XGBoost,Surgery,0.2820758155640602
7,XGBoost,Chemotherapy,0.022097685438308808
7,XGBoost,Radiation,0.02442135957718253
7,LogisticRegression,Age,0.012028553763138725
7,LogisticRegression,Sex,0.018323871620482417
7,LogisticRegression,Race,0.003484908099600949
7,LogisticRegression,Marital,0.00342869990444613
7,LogisticRegression,Hist,0.013152717666235766
7,LogisticRegression,Laterality,0.0
7,LogisticRegression,Site,0.0025855769771233723
7,LogisticRegression,Grade,0.009724017761789636
7,LogisticRegression,TumorSize,0.04777696588162551
7,LogisticRegression,TStage,0.01219717834860337
7,LogisticRegression,NStage,0.11517059187229495
7,LogisticRegression,MStage,0.18751053903659146
7,LogisticRegression,DTT,0.0
7,LogisticRegression,Surgery,0.13557416671350672
7,LogisticRegression,Chemotherapy,0.010623348884267306
7,LogisticRegression,Radiation,0.008599853858692596
8,RandomForest,Age,0.025545110006398402
8,RandomForest,Sex,0.009499433971550805
8,RandomForest,Race,0.0
8,RandomForest,Marital,0.0
8,RandomForest,Hist,0.008958015455037542
8,RandomForest,Laterality,0.0
8,RandomForest,Site,0.00433134813210603
8,RandomForest,Grade,0.008515036668799358
8,RandomForest,TumorSize,0.02697248609538803
8,RandomForest,TStage,0.012649505340355228
8,RandomForest,NStage,0.12398484028153768
8,RandomForest,MStage,0.04651277255500315
8,RandomForest,DTT,0.0
8,RandomForest,Surgery,0.3298715361519914
8,RandomForest,Chemotherapy,0.01294482453118063
8,RandomForest,Radiation,0.0225919180981443
8,XGBoost,Age,0.02968540187991556
8,XGBoost,Sex,0.010502589679647185
8,XGBoost,Race,0.0015825820065221504
8,XGBoost,Marital,0.002829464799539566
8,XGBoost,Hist,0.013763667753692692
8,XGBoost,Laterality,0.0
8,XGBoost,Site,0.0
8,XGBoost,Grade,0.010790331862651121
8,XGBoost,TumorSize,0.04699788989065793
8,XGBoost,TStage,0.02273163245731821
8,XGBoost,NStage,0.13490312679838873
8,XGBoost,MStage,0.049779397659696856
8,XGBoost,DTT,0.010118933435641651
