Iteration,Model,Feature,RelativeImportance
1,RandomForest,Age,0.07412380824493127
1,RandomForest,Sex,0.002148516181013005
1,RandomForest,Race,0.0036256210554590006
1,RandomForest,Marital,0.0
1,RandomForest,Hist,0.0
1,RandomForest,Laterality,0.0022827984423259996
1,RandomForest,Site,0.0
1,RandomForest,Grade,0.0013428226131332042
1,RandomForest,TumorSize,0.0
1,RandomForest,TStage,0.0
1,RandomForest,NStage,0.0
1,RandomForest,MStage,0.0
1,RandomForest,DTT,0.0
1,RandomForest,Surgery,0.0
1,RandomForest,Chemotherapy,0.0
1,RandomForest,Radiation,0.0
1,XGBoost,Age,0.07325165900969911
1,XGBoost,Sex,0.009315977539561083
1,XGBoost,Race,0.0007656967840738105
1,XGBoost,Marital,0.0006380806533945842
1,XGBoost,Hist,0.0063808065339462285
1,XGBoost,Laterality,0.004977029096478028
1,XGBoost,Site,0.0008933129147526499
1,XGBoost,Grade,0.004338948443083443
1,XGBoost,TumorSize,0.000638080653394971
1,XGBoost,TStage,0.0014037774374682011
1,XGBoost,NStage,0.007401735579377524
1,XGBoost,MStage,0.0016590096988262667
1,XGBoost,DTT,0.007912200102093269
1,XGBoost,Surgery,0.0033180193976519536
1,XGBoost,Chemotherapy,0.0014037774374683946
1,XGBoost,Radiation,0.004721796835119961
1,LogisticRegression,Age,0.0299489658877247
1,LogisticRegression,Sex,0.005909213000268477
1,LogisticRegression,Race,0.004029008863819296
1,LogisticRegression,Marital,0.006580714477571523
1,LogisticRegression,Hist,0.0
1,LogisticRegression,Laterality,0.0016116035455276368
1,LogisticRegression,Site,0.0004029008863817057
1,LogisticRegression,Grade,0.0030889067955949083
1,LogisticRegression,TumorSize,0.005506312113886364
1,LogisticRegression,TStage,0.004431909750201408
1,LogisticRegression,NStage,0.009266720386784319
1,LogisticRegression,MStage,0.0024174053182914553
1,LogisticRegression,DTT,0.005372011818425795
1,LogisticRegression,Surgery,0.0016116035455276368
1,LogisticRegression,Chemotherapy,0.0
1,LogisticRegression,Radiation,0.003223207091055477
2,RandomForest,Age,0.08813160987074009
2,RandomForest,Sex,0.00992296644470547
2,RandomForest,Race,0.003655829742786216
2,RandomForest,Marital,0.002480741611176071
2,RandomForest,Hist,0.0
2,RandomForest,Laterality,0.0
2,RandomForest,Site,0.0
2,RandomForest,Grade,0.00065282673978326
2,RandomForest,TumorSize,0.0
2,RandomForest,TStage,0.0
2,RandomForest,NStage,0.0
2,RandomForest,MStage,0.0
2,RandomForest,DTT,0.004047525786655935
2,RandomForest,Surgery,0.0
2,RandomForest,Chemotherapy,0.0
2,RandomForest,Radiation,0.0
2,XGBoost,Age,0.08210964268232987
2,XGBoost,Sex,0.0059960841899164945
2,XGBoost,Race,0.0
2,XGBoost,Marital,0.01027900146842849
2,XGBoost,Hist,0.010646108663729666
2,XGBoost,Laterality,0.0018355359765047695
2,XGBoost,Site,0.0
2,XGBoost,Grade,0.006607929515418394
2,XGBoost,TumorSize,0.0028144884973076594
2,XGBoost,TStage,0.005139500734213874
2,XGBoost,NStage,0.013460597161037325
2,XGBoost,MStage,0.004038179148310901
2,XGBoost,DTT,0.00036710719530080556
2,XGBoost,Surgery,0.012604013705335074
2,XGBoost,Chemotherapy,0.0
2,XGBoost,Radiation,0.008932941752324794
2,LogisticRegression,Age,0.03488372093023255
2,LogisticRegression,Sex,0.007751937984496257
2,LogisticRegression,Race,0.002272119754076482
2,LogisticRegression,Marital,0.005212510024057598
2,LogisticRegression,Hist,0.0
2,LogisticRegression,Laterality,0.0
2,LogisticRegression,Site,0.0
2,LogisticRegression,Grade,0.0028067361668004318
2,LogisticRegression,TumorSize,0.006014434643143522
2,LogisticRegression,TStage,0.0014701951349905577
2,LogisticRegression,NStage,0.014033680834001753
2,LogisticRegression,MStage,0.003475006682705065
2,LogisticRegression,DTT,0.003475006682705268
2,LogisticRegression,Surgery,0.0032076984763432926
2,LogisticRegression,Chemotherapy,0.0
2,LogisticRegression,Radiation,0.00320769847634309
3,RandomForest,Age,0.09403553299492379
3,RandomForest,Sex,0.006725888324872852
3,RandomForest,Race,0.0030456852791876953
3,RandomForest,Marital,0.010152284263959177
3,RandomForest,Hist,0.001522842639593944
3,RandomForest,Laterality,0.002411167512690043
3,RandomForest,Site,0.00038071065989843796
3,RandomForest,Grade,0.014086294416243551
3,RandomForest,TumorSize,0.0011421319796953138
3,RandomForest,TStage,0.0
3,RandomForest,NStage,0.0
3,RandomForest,MStage,0.0
3,RandomForest,DTT,0.0003807106598982456
3,RandomForest,Surgery,0.0
3,RandomForest,Chemotherapy,0.0
3,RandomForest,Radiation,0.0
3,XGBoost,Age,0.08185140073081616
3,XGBoost,Sex,0.005602923264311204
3,XGBoost,Race,0.0
3,XGBoost,Marital,0.014738124238733037
3,XGBoost,Hist,0.01010962241169268
3,XGBoost,Laterality,0.002557856272837567
3,XGBoost,Site,0.0021924482338607455
3,XGBoost,Grade,0.004019488428745222
3,XGBoost,TumorSize,0.006333739342265031
3,XGBoost,TStage,0.0013398294762480382
3,XGBoost,NStage,0.011084043848964267
3,XGBoost,MStage,0.0058465286236293315
3,XGBoost,DTT,0.007429963459195682
3,XGBoost,Surgery,0.010231425091351744
3,XGBoost,Chemotherapy,0.004263093788062981
3,XGBoost,Radiation,0.0010962241169300956
3,LogisticRegression,Age,0.030311418685120883
3,LogisticRegression,Sex,0.007197231833909844
3,LogisticRegression,Race,0.0
3,LogisticRegression,Marital,0.0
3,LogisticRegression,Hist,0.0
3,LogisticRegression,Laterality,0.0
3,LogisticRegression,Site,0.0001384083044983953
3,LogisticRegression,Grade,0.0
3,LogisticRegression,TumorSize,0.002768166089965389
3,LogisticRegression,TStage,0.0
3,LogisticRegression,NStage,0.012318339100346066
3,LogisticRegression,MStage,0.0020761245674740417
3,LogisticRegression,DTT,0.0
3,LogisticRegression,Surgery,0.000553633217992952
3,LogisticRegression,Chemotherapy,0.0
3,LogisticRegression,Radiation,0.0
4,RandomForest,Age,0.09213852376137506
4,RandomForest,Sex,0.01188068756319482
4,RandomForest,Race,0.00720424671385202
4,RandomForest,Marital,0.009732052578361622
4,RandomForest,Hist,0.0
4,RandomForest,Laterality,0.0
4,RandomForest,Site,0.0
4,RandomForest,Grade,0.00960566228513622
4,RandomForest,TumorSize,0.0
4,RandomForest,TStage,0.0
4,RandomForest,NStage,0.0
4,RandomForest,MStage,0.0
4,RandomForest,DTT,0.006319514661274004
4,RandomForest,Surgery,0.0005055611729016139
4,RandomForest,Chemotherapy,0.0
4,RandomForest,Radiation,0.0
4,XGBoost,Age,0.07429963459196123
4,XGBoost,Sex,0.007795371498172687
4,XGBoost,Race,0.0008526187576121531
4,XGBoost,Marital,0.008160779537149325
4,XGBoost,Hist,0.00791717417783138
4,XGBoost,Laterality,0.001218026796589344
4,XGBoost,Site,0.004993909866016624
4,XGBoost,Grade,0.006455542021924095
4,XGBoost,TumorSize,0.007308160779536986
4,XGBoost,TStage,0.0047503045066988655
4,XGBoost,NStage,0.01339829476248426
4,XGBoost,MStage,0.009622411693056797
4,XGBoost,DTT,0.0032886723507913945
4,XGBoost,Surgery,0.010962241169305388
4,XGBoost,Chemotherapy,0.001583434835565981
4,XGBoost,Radiation,0.006090133982947273
4,LogisticRegression,Age,0.02651567463057605
4,LogisticRegression,Sex,0.0019334346084793597
4,LogisticRegression,Race,0.0
4,LogisticRegression,Marital,0.003728766744924554
4,LogisticRegression,Hist,0.0
4,LogisticRegression,Laterality,0.0
4,LogisticRegression,Site,0.0
4,LogisticRegression,Grade,0.0
4,LogisticRegression,TumorSize,0.0005524098881368703
4,LogisticRegression,TStage,0.0
4,LogisticRegression,NStage,0.010495787874602836
4,LogisticRegression,MStage,0.007595635961883692
4,LogisticRegression,DTT,0.0037287667449249725
4,LogisticRegression,Surgery,0.0029001519127191443
4,LogisticRegression,Chemotherapy,0.0
4,LogisticRegression,Radiation,0.0
5,RandomForest,Age,0.09146264112647452
5,RandomForest,Sex,0.00583534187492062
5,RandomForest,Race,0.0
5,RandomForest,Marital,0.006850183940124182
5,RandomForest,Hist,0.0
5,RandomForest,Laterality,0.0
5,RandomForest,Site,0.0
5,RandomForest,Grade,0.011290117975390122
5,RandomForest,TumorSize,0.0
5,RandomForest,TStage,0.00646961816567287
5,RandomForest,NStage,0.0
5,RandomForest,MStage,0.0
5,RandomForest,DTT,0.012304960040593683
5,RandomForest,Surgery,0.0
5,RandomForest,Chemotherapy,0.0
5,RandomForest,Radiation,0.0
5,XGBoost,Age,0.07745327102803723
5,XGBoost,Sex,0.0019859813084114153
5,XGBoost,Race,0.0035046728971964173
5,XGBoost,Marital,0.018107476635514087
5,XGBoost,Hist,0.010864485981308486
5,XGBoost,Laterality,0.0024532710280376516
5,XGBoost,Site,0.0
5,XGBoost,Grade,0.007943925233644952
5,XGBoost,TumorSize,0.007710280373832011
5,XGBoost,TStage,0.009462616822430133
5,XGBoost,NStage,0.01880841121495326
5,XGBoost,MStage,0.008060747663551601
5,XGBoost,DTT,0.012383177570093665
5,XGBoost,Surgery,0.012383177570093488
5,XGBoost,Chemotherapy,0.0035046728971964173
5,XGBoost,Radiation,0.008060747663551601
5,LogisticRegression,Age,0.040490484097585634
5,LogisticRegression,Sex,0.007663814024779643
5,LogisticRegression,Race,0.002682334908672798
5,LogisticRegression,Marital,0.008941116362243111
5,LogisticRegression,Hist,0.0014050325712097174
5,LogisticRegression,Laterality,0.0017882232724486609
5,LogisticRegression,Site,0.0008941116362243304
5,LogisticRegression,Grade,0.004598288414867709
5,LogisticRegression,TumorSize,0.007025162856047813
5,LogisticRegression,TStage,0.005492400051092039
5,LogisticRegression,NStage,0.015327628049559287
5,LogisticRegression,MStage,0.005620130284838289
5,LogisticRegression,DTT,0.005875590752330982
5,LogisticRegression,Surgery,0.016221739685783616
5,LogisticRegression,Chemotherapy,0.0
5,LogisticRegression,Radiation,0.004215097713628766
6,RandomForest,Age,0.07963307630949247
6,RandomForest,Sex,0.013028449880351477
6,RandomForest,Race,0.0
6,RandomForest,Marital,0.0
6,RandomForest,Hist,0.0
6,RandomForest,Laterality,0.0
6,RandomForest,Site,0.0
6,RandomForest,Grade,0.0
6,RandomForest,TumorSize,0.0
6,RandomForest,TStage,0.0
6,RandomForest,NStage,0.0
6,RandomForest,MStage,0.0
6,RandomForest,DTT,0.0
6,RandomForest,Surgery,0.0
6,RandomForest,Chemotherapy,0.0
6,RandomForest,Radiation,0.0
6,XGBoost,Age,0.07218197992120985
6,XGBoost,Sex,0.005718642775448114
6,XGBoost,Race,0.0
6,XGBoost,Marital,0.005972804676579171
6,XGBoost,Hist,0.00216037615961389
6,XGBoost,Laterality,0.002287457110179323
6,XGBoost,Site,0.002033295209048458
6,XGBoost,Grade,0.005337399923751817
6,XGBoost,TumorSize,0.003939509467530906
6,XGBoost,TStage,0.004066590418096338
6,XGBoost,NStage,0.01118312364976517
6,XGBoost,MStage,0.0015249714067863433
6,XGBoost,DTT,0.007751937984496572
6,XGBoost,Surgery,0.005210318973186192
6,XGBoost,Chemotherapy,0.0
6,XGBoost,Radiation,0.003304104714703359
6,LogisticRegression,Age,0.024618678084024678
6,LogisticRegression,Sex,0.010971367407011318
6,LogisticRegression,Race,0.0004013914905007627
6,LogisticRegression,Marital,0.00842922130050892
6,LogisticRegression,Hist,0.00013379716350065977
6,LogisticRegression,Laterality,2.027635039621796e-16
6,LogisticRegression,Site,0.0005351886540008141
6,LogisticRegression,Grade,0.006556061011506984
6,LogisticRegression,TumorSize,0.007091249665507391
6,LogisticRegression,TStage,0.00548568370350576
6,LogisticRegression,NStage,0.013112122023013357
6,LogisticRegression,MStage,0.00334492908750372
6,LogisticRegression,DTT,0.004147712068504637
6,LogisticRegression,Surgery,0.0017393631255020884
6,LogisticRegression,Chemotherapy,0.0
6,LogisticRegression,Radiation,0.0002675943270005085
7,RandomForest,Age,0.06916115088477612
7,RandomForest,Sex,0.005403214912872942
7,RandomForest,Race,0.0014858841010398289
7,RandomForest,Marital,0.002026205592327021
7,RandomForest,Hist,0.0
7,RandomForest,Laterality,0.0
7,RandomForest,Site,0.0
7,RandomForest,Grade,0.0
7,RandomForest,TumorSize,0.0
7,RandomForest,TStage,0.0
7,RandomForest,NStage,0.0
7,RandomForest,MStage,0.0
7,RandomForest,DTT,0.0
7,RandomForest,Surgery,0.0
7,RandomForest,Chemotherapy,0.0
7,RandomForest,Radiation,0.0
7,XGBoost,Age,0.06771306265404091
7,XGBoost,Sex,0.0019457776624724273
7,XGBoost,Race,0.0006485925541574758
7,XGBoost,Marital,0.004669866389933747
7,XGBoost,Hist,0.006485925541574758
7,XGBoost,Laterality,0.0031132442599561593
7,XGBoost,Site,0.0
7,XGBoost,Grade,0.0010377480866517253
7,XGBoost,TumorSize,0.0
7,XGBoost,TStage,0.005577895965754253
7,XGBoost,NStage,0.005059021922428587
7,XGBoost,MStage,0.006875081074069204
7,XGBoost,DTT,0.0
7,XGBoost,Surgery,0.0045401478791023304
7,XGBoost,Chemotherapy,0.0059670514982488945
7,XGBoost,Radiation,0.001037748086651922
7,LogisticRegression,Age,0.02533552451383188
7,LogisticRegression,Sex,0.00027389756231194283
7,LogisticRegression,Race,0.002738975623117145
7,LogisticRegression,Marital,0.0006847439057794419
7,LogisticRegression,Hist,0.002602026841961381
7,LogisticRegression,Laterality,0.0019172829361821467
