Iteration,Model,Feature,RelativeImportance
1,RandomForest,Age,0.10759493670886076
1,RandomForest,Sex,0.01453021929042601
1,RandomForest,Race,0.0
1,RandomForest,Marital,0.005081119629167255
1,RandomForest,Hist,0.019076484221786306
1,RandomForest,Laterality,0.0
1,RandomForest,Site,0.0
1,RandomForest,Grade,0.03699411659832401
1,RandomForest,TumorSize,8.914244963425513e-05
1,RandomForest,TStage,0.011142806204314317
1,RandomForest,NStage,0.04296666072383639
1,RandomForest,MStage,0.020591905865573072
1,RandomForest,DTT,0.0
1,RandomForest,Surgery,0.04225352112676049
1,RandomForest,Chemotherapy,0.018095917275806502
1,RandomForest,Radiation,0.03824211089320715
1,XGBoost,Age,0.09853922148104365
1,XGBoost,Sex,0.017731993582707082
1,XGBoost,Race,0.0
1,XGBoost,Marital,0.005572912268850839
1,XGBoost,Hist,0.014101156801486329
1,XGBoost,Laterality,0.001097694840834279
1,XGBoost,Site,0.0031242083931436746
1,XGBoost,Grade,0.03892594781727616
1,XGBoost,TumorSize,0.0047285316220553025
1,XGBoost,TStage,0.017478679388668473
1,XGBoost,NStage,0.06349742463902738
1,XGBoost,MStage,0.02499366714514899
1,XGBoost,DTT,0.0037997129105801853
1,XGBoost,Surgery,0.06814151819640298
1,XGBoost,Chemotherapy,0.004053027104618793
1,XGBoost,Radiation,0.024824791015790104
1,LogisticRegression,Age,0.0729054222369842
1,LogisticRegression,Sex,0.03188574275512742
1,LogisticRegression,Race,0.0
1,LogisticRegression,Marital,0.0029892883832930996
1,LogisticRegression,Hist,0.02358216391264626
1,LogisticRegression,Laterality,0.0016607157684961518
1,LogisticRegression,Site,0.005480362036037195
1,LogisticRegression,Grade,0.024329486008469504
1,LogisticRegression,TumorSize,0.031221456447728876
1,LogisticRegression,TStage,0.02449555758531917
1,LogisticRegression,NStage,0.07348667275595791
1,LogisticRegression,MStage,0.035539317445819195
1,LogisticRegression,DTT,0.006975006227683944
1,LogisticRegression,Surgery,0.04683218467159345
1,LogisticRegression,Chemotherapy,0.0
1,LogisticRegression,Radiation,0.01934733870298078
2,RandomForest,Age,0.10317177476835351
2,RandomForest,Sex,0.025481111903064915
2,RandomForest,Race,0.012295081967213089
2,RandomForest,Marital,0.006949394155381392
2,RandomForest,Hist,0.02245188880969344
2,RandomForest,Laterality,0.00632573057733432
2,RandomForest,Site,0.000623663578046929
2,RandomForest,Grade,0.022630078403421218
2,RandomForest,TumorSize,0.001514611546685664
2,RandomForest,TStage,0.0076621525302920665
2,RandomForest,NStage,0.042943692088381925
2,RandomForest,MStage,0.01167141838916616
2,RandomForest,DTT,0.014344262295081936
2,RandomForest,Surgery,0.03349964362081238
2,RandomForest,Chemotherapy,0.021828225231646514
2,RandomForest,Radiation,0.02361012116892384
2,XGBoost,Age,0.09364119479567531
2,XGBoost,Sex,0.012186182884368839
2,XGBoost,Race,0.005131024372365719
2,XGBoost,Marital,0.007513285688107039
2,XGBoost,Hist,0.01969946857247588
2,XGBoost,Laterality,0.0025655121861828593
2,XGBoost,Site,0.005314275242807404
2,XGBoost,Grade,0.03637529778266454
2,XGBoost,TumorSize,0.013652189847901734
2,XGBoost,TStage,0.011636430273043636
2,XGBoost,NStage,0.052592999816749135
2,XGBoost,MStage,0.010811801356056493
2,XGBoost,DTT,0.003939893714494912
2,XGBoost,Surgery,0.051310243723657625
2,XGBoost,Chemotherapy,0.0022906358805203316
2,XGBoost,Radiation,0.010078797874289898
2,LogisticRegression,Age,0.06183033520102232
2,LogisticRegression,Sex,0.04276024771453859
2,LogisticRegression,Race,0.004325174481470646
2,LogisticRegression,Marital,0.007274157082473167
2,LogisticRegression,Hist,0.013172122284478522
2,LogisticRegression,Laterality,0.003833677381303402
2,LogisticRegression,Site,0.0
2,LogisticRegression,Grade,0.01061633736360964
2,LogisticRegression,TumorSize,0.02142927356728602
2,LogisticRegression,TStage,0.002457485500835591
2,LogisticRegression,NStage,0.06350142534159046
2,LogisticRegression,MStage,0.019463285166617515
2,LogisticRegression,DTT,0.002260886660768851
2,LogisticRegression,Surgery,0.030177921950260606
2,LogisticRegression,Chemotherapy,0.0
2,LogisticRegression,Radiation,0.00747075592254038
3,RandomForest,Age,0.10479961215255337
3,RandomForest,Sex,0.029007756948933264
3,RandomForest,Race,0.0037168713639301777
3,RandomForest,Marital,0.015029088558500329
3,RandomForest,Hist,0.015352294764059565
3,RandomForest,Laterality,0.004444085326438329
3,RandomForest,Site,0.0009696186166774489
3,RandomForest,Grade,0.02771493212669684
3,RandomForest,TumorSize,0.009696186166774359
3,RandomForest,TStage,0.021089204912734447
3,RandomForest,NStage,0.039835164835164825
3,RandomForest,MStage,0.024806076276664625
3,RandomForest,DTT,0.02238202973497087
3,RandomForest,Surgery,0.03991596638655463
3,RandomForest,Chemotherapy,0.022139625080801445
3,RandomForest,Radiation,0.035956690368455155
3,XGBoost,Age,0.09492969748615256
3,XGBoost,Sex,0.0175543246697913
3,XGBoost,Race,0.0
3,XGBoost,Marital,0.00042607584149976824
3,XGBoost,Hist,0.01849169152109068
3,XGBoost,Laterality,0.0011930123561993237
3,XGBoost,Site,0.004772049424797431
3,XGBoost,Grade,0.04107371112057948
3,XGBoost,TumorSize,0.008521516829995638
3,XGBoost,TStage,0.02138900724328935
3,XGBoost,NStage,0.06246271836386869
3,XGBoost,MStage,0.024882829143587613
3,XGBoost,DTT,0.0
3,XGBoost,Surgery,0.062121857690669045
3,XGBoost,Chemotherapy,0.006220707285896835
3,XGBoost,Radiation,0.02096293140178958
3,LogisticRegression,Age,0.06843611761644568
3,LogisticRegression,Sex,0.04059328649492588
3,LogisticRegression,Race,0.0
3,LogisticRegression,Marital,0.0022551825830514995
3,LogisticRegression,Hist,0.025761124121779992
3,LogisticRegression,Laterality,0.00034695116662339316
3,LogisticRegression,Site,0.0
3,LogisticRegression,Grade,0.02177118570561208
3,LogisticRegression,TumorSize,0.030705178246161813
3,LogisticRegression,TStage,0.015612802498048382
3,LogisticRegression,NStage,0.07051782461618548
3,LogisticRegression,MStage,0.04172087778645163
3,LogisticRegression,DTT,0.006505334374186815
3,LogisticRegression,Surgery,0.03747072599531617
3,LogisticRegression,Chemotherapy,0.0
3,LogisticRegression,Radiation,0.01231676641512712
4,RandomForest,Age,0.11950806523482778
4,RandomForest,Sex,0.015061046252561956
4,RandomForest,Race,0.0027626771232508217
4,RandomForest,Marital,0.0016932537207020152
4,RandomForest,Hist,0.006951252116566815
4,RandomForest,Laterality,0.010337759557971416
4,RandomForest,Site,0.0
4,RandomForest,Grade,0.022547010070403314
4,RandomForest,TumorSize,0.0
4,RandomForest,TStage,0.012565724979948121
4,RandomForest,NStage,0.03876659834239374
4,RandomForest,MStage,0.021834061135370873
4,RandomForest,DTT,0.026913822297477775
4,RandomForest,Surgery,0.03457802334907746
4,RandomForest,Chemotherapy,0.011763657428036443
4,RandomForest,Radiation,0.031547990375189364
4,XGBoost,Age,0.11385774673773198
4,XGBoost,Sex,0.007443484653556455
4,XGBoost,Race,0.003400110273846914
4,XGBoost,Marital,2.9452231460098274e-16
4,XGBoost,Hist,0.00790295901488707
4,XGBoost,Laterality,0.0007351589781290745
4,XGBoost,Site,0.0036757948906452243
4,XGBoost,Grade,0.026833302701709374
4,XGBoost,TumorSize,0.005238007719169379
4,XGBoost,TStage,0.008086748759419228
4,XGBoost,NStage,0.05596397721007183
4,XGBoost,MStage,0.024535930895056145
4,XGBoost,DTT,0.0010108435949276798
4,XGBoost,Surgery,0.056607241315934455
4,XGBoost,Chemotherapy,0.0
4,XGBoost,Radiation,0.02150340011027399
4,LogisticRegression,Age,0.07834344500131904
4,LogisticRegression,Sex,0.029543656027433397
4,LogisticRegression,Race,0.0012309856678097836
4,LogisticRegression,Marital,0.01380462498900893
4,LogisticRegression,Hist,0.01529939329992073
4,LogisticRegression,Laterality,0.0021102611448165502
4,LogisticRegression,Site,0.0
