Iteration,Model,Feature,RelativeImportance
1,RandomForest,Age,0.06481280324426089
1,RandomForest,Sex,0.00970381635165445
1,RandomForest,Race,0.001810413498443116
1,RandomForest,Marital,0.0
1,RandomForest,Hist,0.0
1,RandomForest,Laterality,0.0
1,RandomForest,Site,0.0
1,RandomForest,Grade,0.016438554565862726
1,RandomForest,TumorSize,0.01788688536461717
1,RandomForest,TStage,0.019624882323122532
1,RandomForest,NStage,0.0781374465928018
1,RandomForest,MStage,0.045405170540951514
1,RandomForest,DTT,0.0
1,RandomForest,Surgery,0.12470128177275698
1,RandomForest,Chemotherapy,0.013976392207980266
1,RandomForest,Radiation,0.0714751249185313
1,XGBoost,Age,0.08466662516341908
1,XGBoost,Sex,0.020917636805079937
1,XGBoost,Race,0.0034862728008465704
1,XGBoost,Marital,0.0032372533150716843
1,XGBoost,Hist,0.008653427130672705
1,XGBoost,Laterality,0.0
1,XGBoost,Site,0.0
1,XGBoost,Grade,0.02359459627715864
1,XGBoost,TumorSize,0.026956359335117867
1,XGBoost,TStage,0.015003424017929345
1,XGBoost,NStage,0.10776318246902826
1,XGBoost,MStage,0.043080371039033796
1,XGBoost,DTT,0.009089211230778655
1,XGBoost,Surgery,0.15053227915084377
1,XGBoost,Chemotherapy,0.002303430243416371
1,XGBoost,Radiation,0.039905372595405525
1,LogisticRegression,Age,0.051762420205384456
1,LogisticRegression,Sex,0.03587288370802112
1,LogisticRegression,Race,0.0
1,LogisticRegression,Marital,0.004857063558146236
1,LogisticRegression,Hist,0.015334443519289458
1,LogisticRegression,Laterality,0.0
1,LogisticRegression,Site,0.0
1,LogisticRegression,Grade,0.007216208714959805
1,LogisticRegression,TumorSize,0.025187343880099997
1,LogisticRegression,TStage,0.03399944490702193
1,LogisticRegression,NStage,0.1112267554815431
1,LogisticRegression,MStage,0.07771301693033578
1,LogisticRegression,DTT,0.0009020260893701894
1,LogisticRegression,Surgery,0.10310852067721345
1,LogisticRegression,Chemotherapy,6.938662225949098e-05
1,LogisticRegression,Radiation,0.019150707743547206
2,RandomForest,Age,0.04770836731365224
2,RandomForest,Sex,0.007502854346762585
2,RandomForest,Race,0.0
2,RandomForest,Marital,0.0
2,RandomForest,Hist,0.0
2,RandomForest,Laterality,0.0
2,RandomForest,Site,0.0
2,RandomForest,Grade,0.016881422280215615
2,RandomForest,TumorSize,0.00791061816995626
2,RandomForest,TStage,0.015168814222802425
2,RandomForest,NStage,0.07404991029195898
2,RandomForest,MStage,0.04501712608057418
2,RandomForest,DTT,0.0
2,RandomForest,Surgery,0.1100962322622738
2,RandomForest,Chemotherapy,0.01255912575436326
2,RandomForest,Radiation,0.05945196542162801
2,XGBoost,Age,0.07872146118721464
2,XGBoost,Sex,0.02727549467275497
2,XGBoost,Race,0.0033485540334855127
2,XGBoost,Marital,0.004018264840182555
2,XGBoost,Hist,0.009497716894977113
2,XGBoost,Laterality,0.00036529680365295054
2,XGBoost,Site,0.005783866057838549
2,XGBoost,Grade,0.029284627092846197
2,XGBoost,TumorSize,0.028249619482496106
2,XGBoost,TStage,0.023561643835616406
2,XGBoost,NStage,0.10898021308980216
2,XGBoost,MStage,0.04267884322678845
2,XGBoost,DTT,0.00961948249619473
2,XGBoost,Surgery,0.13722983257229837
2,XGBoost,Chemotherapy,0.003531202435311988
2,XGBoost,Radiation,0.03719939117199389
2,LogisticRegression,Age,0.037953186147825314
2,LogisticRegression,Sex,0.02887100347042733
2,LogisticRegression,Race,0.0
2,LogisticRegression,Marital,0.0
2,LogisticRegression,Hist,0.02074872627925851
2,LogisticRegression,Laterality,0.0
2,LogisticRegression,Site,0.0005907110684483346
2,LogisticRegression,Grade,0.013734032341430728
2,LogisticRegression,TumorSize,0.02133943734770721
2,LogisticRegression,TStage,0.028132614634866517
2,LogisticRegression,NStage,0.11496714169681758
2,LogisticRegression,MStage,0.0826995495828103
2,LogisticRegression,DTT,0.0
2,LogisticRegression,Surgery,0.09754116517758243
2,LogisticRegression,Chemotherapy,0.0
2,LogisticRegression,Radiation,0.0068670161707151825
3,RandomForest,Age,0.05458176170401584
3,RandomForest,Sex,0.005103172842245156
3,RandomForest,Race,0.0
3,RandomForest,Marital,0.0
3,RandomForest,Hist,0.007913615856815276
3,RandomForest,Laterality,0.0
3,RandomForest,Site,0.005177131868944523
3,RandomForest,Grade,0.018711633754899797
3,RandomForest,TumorSize,0.012425116485466832
3,RandomForest,TStage,0.01922934694179415
3,RandomForest,NStage,0.09289253753420601
3,RandomForest,MStage,0.04814732638118475
3,RandomForest,DTT,0.0
3,RandomForest,Surgery,0.12114488573330388
3,RandomForest,Chemotherapy,0.009096960284002477
3,RandomForest,Radiation,0.05813179498557781
3,XGBoost,Age,0.061094914156138706
3,XGBoost,Sex,0.024165856818918148
3,XGBoost,Race,0.0
3,XGBoost,Marital,0.0
