Iteration,Model,Feature,RelativeImportance
1,RandomForest,Age,0.007033924680983528
1,RandomForest,Sex,0.011577964519141146
1,RandomForest,Race,0.0028011204481794122
1,RandomForest,Marital,0.0006847183317773038
1,RandomForest,Hist,0.008092125739184632
1,RandomForest,Laterality,0.0
1,RandomForest,Site,0.0013071895424837056
1,RandomForest,Grade,0.015499533146592063
1,RandomForest,TumorSize,0.013320883909119353
1,RandomForest,TStage,0.008403361344537934
1,RandomForest,NStage,0.02290694055399929
1,RandomForest,MStage,0.15673825085589774
1,RandomForest,DTT,0.03255524431995013
1,RandomForest,Surgery,0.19371304077186427
1,RandomForest,Chemotherapy,0.05203859321506381
1,RandomForest,Radiation,0.01979458450046688
1,XGBoost,Age,0.02024912922840777
1,XGBoost,Sex,0.011984178522935096
1,XGBoost,Race,0.006139677666922296
1,XGBoost,Marital,0.0034830863687347296
1,XGBoost,Hist,0.011866107798571297
1,XGBoost,Laterality,0.0004132475352734857
1,XGBoost,Site,0.006021606942558498
1,XGBoost,Grade,0.008501092154200272
1,XGBoost,TumorSize,0.03046224688588465
1,XGBoost,TStage,0.014522699096758865
1,XGBoost,NStage,0.035244111222622214
1,XGBoost,MStage,0.14871007733632463
1,XGBoost,DTT,0.04681504221028392
1,XGBoost,Surgery,0.14776551154141349
1,XGBoost,Chemotherapy,0.06068835232304132
1,XGBoost,Radiation,0.017002184308400545
1,LogisticRegression,Age,0.0010763490241101595
1,LogisticRegression,Sex,0.011122273249138741
1,LogisticRegression,Race,0.0012198622273248553
1,LogisticRegression,Marital,0.002296211251435015
1,LogisticRegression,Hist,0.010476463834672553
1,LogisticRegression,Laterality,0.0
1,LogisticRegression,Site,0.006099311136624392
1,LogisticRegression,Grade,0.0
1,LogisticRegression,TumorSize,0.020378874856486557
1,LogisticRegression,TStage,0.013633754305395976
1,LogisticRegression,NStage,0.02016360505166457
1,LogisticRegression,MStage,0.2051521239954079
1,LogisticRegression,DTT,0.019876578645235295
1,LogisticRegression,Surgery,0.1079219288174514
1,LogisticRegression,Chemotherapy,0.05776406429391484
1,LogisticRegression,Radiation,0.0
2,RandomForest,Age,0.016288338242938866
2,RandomForest,Sex,0.010050251256281464
2,RandomForest,Race,0.0025992029111072974
2,RandomForest,Marital,0.010512331773811641
2,RandomForest,Hist,0.012187373649858491
2,RandomForest,Laterality,0.0038699243343153803
2,RandomForest,Site,0.00849072950961716
2,RandomForest,Grade,0.019638421995032657
2,RandomForest,TumorSize,0.014555536302200791
2,RandomForest,TStage,0.010339051579737872
2,RandomForest,NStage,0.02899555247501885
2,RandomForest,MStage,0.14665280425114063
2,RandomForest,DTT,0.0361000404320452
2,RandomForest,Surgery,0.17957604112516604
2,RandomForest,Chemotherapy,0.05573846242707795
2,RandomForest,Radiation,0.02356610639403917
2,XGBoost,Age,0.020556720242254824
2,XGBoost,Sex,0.011646866992779004
2,XGBoost,Race,0.008502212904728699
2,XGBoost,Marital,0.0022711390635919344
2,XGBoost,Hist,0.013102725366876415
2,XGBoost,Laterality,0.0009317493594223127
2,XGBoost,Site,0.0013976240391334691
2,XGBoost,Grade,0.018926158863265867
2,XGBoost,TumorSize,0.028476589797344482
2,XGBoost,TStage,0.01846028418355462
2,XGBoost,NStage,0.03523177265315634
2,XGBoost,MStage,0.15303983228511525
2,XGBoost,DTT,0.04449103191241553
2,XGBoost,Surgery,0.13795713952946642
2,XGBoost,Chemotherapy,0.06481481481481477
2,XGBoost,Radiation,0.01589797344514326
2,LogisticRegression,Age,0.007820756711054878
2,LogisticRegression,Sex,0.009300359332065172
2,LogisticRegression,Race,0.0054956668780385565
2,LogisticRegression,Marital,0.0050024660043684974
2,LogisticRegression,Hist,0.004650179666032757
2,LogisticRegression,Laterality,0.0003522863383360826
2,LogisticRegression,Site,0.0007045726766717092
2,LogisticRegression,Grade,0.0031705770450222354
2,LogisticRegression,TumorSize,0.02155992390615104
2,LogisticRegression,TStage,0.008102585781723631
2,LogisticRegression,NStage,0.03558092017191573
2,LogisticRegression,MStage,0.20143732826040983
2,LogisticRegression,DTT,0.022757697456492813
2,LogisticRegression,Surgery,0.10441767068273075
2,LogisticRegression,Chemotherapy,0.05629535686606063
2,LogisticRegression,Radiation,0.0
3,RandomForest,Age,0.01261656609983548
3,RandomForest,Sex,0.010257816785518561
3,RandomForest,Race,0.0014262205156336549
3,RandomForest,Marital,0.005156335710367685
3,RandomForest,Hist,0.007131102578167918
3,RandomForest,Laterality,0.005650027427317721
3,RandomForest,Site,0.006143719144267757
3,RandomForest,Grade,0.024520021941854132
3,RandomForest,TumorSize,0.021448162369720296
3,RandomForest,TStage,0.014481623697202451
3,RandomForest,NStage,0.029072956664838164
3,RandomForest,MStage,0.15057597366977488
