Iteration,Model,Feature,RelativeImportance
1,RandomForest,Age,0.08065144549209072
1,RandomForest,Sex,0.002259798955817357
1,RandomForest,Race,0.0
1,RandomForest,Marital,0.0
1,RandomForest,Hist,0.02197459674277272
1,RandomForest,Laterality,0.0
1,RandomForest,Site,0.0
1,RandomForest,Grade,0.030780020260266727
1,RandomForest,TumorSize,0.004363749707784846
1,RandomForest,TStage,0.004987142523182574
1,RandomForest,NStage,0.0863399049325957
1,RandomForest,MStage,0.03132548897373977
1,RandomForest,DTT,0.0
1,RandomForest,Surgery,0.10223642172523964
1,RandomForest,Chemotherapy,0.0008571651211722819
1,RandomForest,Radiation,0.07215771838229558
1,XGBoost,Age,0.10463908074078579
1,XGBoost,Sex,0.016930505470325968
1,XGBoost,Race,0.007517877880325361
1,XGBoost,Marital,0.014730150968767355
1,XGBoost,Hist,0.025548560601430344
1,XGBoost,Laterality,0.0002444838335066758
1,XGBoost,Site,0.004339588044740828
1,XGBoost,Grade,0.03172177739746972
1,XGBoost,TumorSize,0.0248762300592876
1,XGBoost,TStage,0.025915286351690114
1,XGBoost,NStage,0.09993276694578558
1,XGBoost,MStage,0.03221074506448268
1,XGBoost,DTT,0.013691094676364741
1,XGBoost,Surgery,0.11796344966689065
1,XGBoost,Chemotherapy,0.00458407187824721
1,XGBoost,Radiation,0.03428885764928801
1,LogisticRegression,Age,0.08460453787975897
1,LogisticRegression,Sex,0.034290475580053735
1,LogisticRegression,Race,0.004614792975259464
1,LogisticRegression,Marital,0.023330342263812226
1,LogisticRegression,Hist,0.02576592744519931
1,LogisticRegression,Laterality,0.0021151134469939124
1,LogisticRegression,Site,0.0071144725035251185
1,LogisticRegression,Grade,0.012434303294449391
1,LogisticRegression,TumorSize,0.04749391103704651
1,LogisticRegression,TStage,0.029996154339187234
1,LogisticRegression,NStage,0.09005255736444058
1,LogisticRegression,MStage,0.05819766696577373
1,LogisticRegression,DTT,0.010511472888091195
1,LogisticRegression,Surgery,0.07697731060120486
1,LogisticRegression,Chemotherapy,0.0030765286501729075
1,LogisticRegression,Radiation,0.027111908729649938
2,RandomForest,Age,0.09381969925893947
2,RandomForest,Sex,0.012159148140154102
2,RandomForest,Race,0.0
2,RandomForest,Marital,0.008345924167206661
2,RandomForest,Hist,0.01899417224260765
2,RandomForest,Laterality,0.0
2,RandomForest,Site,0.0017986905532774316
2,RandomForest,Grade,0.036333549176199735
2,RandomForest,TumorSize,0.00827397654507538
2,RandomForest,TStage,0.012878624361464959
2,RandomForest,NStage,0.08209223685157202
2,RandomForest,MStage,0.03554212533275795
2,RandomForest,DTT,0.0
2,RandomForest,Surgery,0.09497086121303676
2,RandomForest,Chemotherapy,0.011583567163105461
2,RandomForest,Radiation,0.06424922656306212
2,XGBoost,Age,0.10992884218926653
2,XGBoost,Sex,0.018088714504222742
2,XGBoost,Race,0.0018620735519052983
2,XGBoost,Marital,0.015162598922657396
2,XGBoost,Hist,0.022943406264547328
2,XGBoost,Laterality,6.650262685383293e-05
2,XGBoost,Site,0.0031256234621267393
2,XGBoost,Grade,0.03604442375473825
2,XGBoost,TumorSize,0.013766043758728396
